"error","errorText","isin","mvUnitNotional","scenarioDate","scenarioSpecId","tradehubMessageId","type","zeroSimulation"
"false","","NO0010821598","0.1152390189626671","2009-01-09","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10908206663053686","2009-01-12","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10802633834380543","2009-01-13","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","1.1918343077187397","2009-01-14","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.26737457777301554","2009-01-15","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11891459044025436","2009-01-16","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.13116728653132806","2009-01-19","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.21829646354304005","2009-01-20","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11022177264818223","2009-01-21","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1555848401172595","2009-01-22","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10950795537050856","2009-01-23","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10910660025248822","2009-01-26","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1087198053519779","2009-01-27","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10932962302992086","2009-01-28","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11270726671893647","2009-01-29","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11130363308584207","2009-01-30","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10753675089326843","2009-02-02","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.15914099760987205","2009-02-03","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11084231216412703","2009-02-04","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11440829693104537","2009-02-05","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10796467864466358","2009-02-06","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10926141806926022","2009-02-09","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11108558269809267","2009-02-10","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1084852488863862","2009-02-11","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.15954581441643104","2009-02-12","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.13230612754643398","2009-02-13","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.30492926848440255","2009-02-16","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.14164838788166126","2009-02-17","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10738080786569255","2009-02-18","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11021284784778197","2009-02-19","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10788351410423758","2009-02-20","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10826899335564998","2009-02-23","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1088785686793351","2009-02-24","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10926682511503173","2009-02-25","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.2289088658867001","2009-02-26","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1245712734164964","2009-02-27","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10755164158625985","2009-03-02","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.3087354975260545","2009-03-03","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10884365290955611","2009-03-04","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.13475154564968145","2009-03-05","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11792039846594346","2009-03-06","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11590913227550113","2009-03-09","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10908813951708303","2009-03-10","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11449829640814957","2009-03-11","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10809551537268773","2009-03-12","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11477816677532682","2009-03-13","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1615899543811664","2009-03-16","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10708264841203716","2009-03-17","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11087901893954207","2009-03-18","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.2868847087531653","2009-03-19","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.15681490749476104","2009-03-20","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10858555362124973","2009-03-23","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10796997524052916","2009-03-24","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.13225319675237007","2009-03-25","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.3536603545202566","2009-03-26","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.16482112902570062","2009-03-27","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10782427938708716","2009-03-30","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10932020948974418","2009-03-31","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10927779564181328","2009-04-01","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11253377122706239","2009-04-02","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.12604771835636833","2009-04-03","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1458946553840483","2009-04-06","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11429487370810995","2009-04-07","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.13910904452267858","2009-04-08","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.0","2009-04-09","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1096631187273366","2009-04-14","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.13707784479580737","2009-04-15","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10861025835963095","2009-04-16","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10902842283742564","2009-04-17","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10816299516691313","2009-04-20","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.22933268886355285","2009-04-21","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10904184966809065","2009-04-22","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10883902826680099","2009-04-23","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10911626061944835","2009-04-24","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.12808432673323591","2009-04-27","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.12052424074342893","2009-04-28","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1082792546370606","2009-04-29","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11726747852841081","2009-04-30","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.14138300704612114","2009-05-04","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10842097899419166","2009-05-05","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.18279776207760912","2009-05-06","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10932214843968463","2009-05-07","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.0","2009-05-08","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.172739593496652","2009-05-11","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10746357362232116","2009-05-12","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10716143821386724","2009-05-13","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.17134082598728154","2009-05-14","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10962769339410756","2009-05-15","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.18501782187360097","2009-05-18","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10857042337468888","2009-05-19","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.11197105133253028","2009-05-20","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.0","2009-05-21","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10712908414280918","2009-05-22","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.1080471404259474","2009-05-25","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10693330406412219","2009-05-26","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.17255422986406233","2009-05-27","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.16307470428157608","2009-05-28","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
"false","","NO0010821598","0.10933514471623593","2009-05-29","ac7f923b-0615-4578-a952-f4f21422cb93","1b889356296c789dcde49229ad1d9837b1512ac7","position","false"
